mplight	TRAIN	0	594.5	nan	-3.58	2.77	0.22	2393
mplight	TEST	0	963.0	100.0	-3.99	3.00	0.25	461
mplight	TRAIN	1	629.0	0.0	-3.62	2.79	0.22	2365
mplight	TEST	1	947.2	100.0	-3.83	2.90	0.24	521
mplight	TRAIN	2	602.4	0.0	-3.63	2.77	0.22	2424
mplight	TEST	2	396.6	100.0	-2.05	1.66	0.14	2701
mplight	TRAIN	3	564.2	0.0	-3.43	2.64	0.21	2564
mplight	TEST	3	386.1	100.0	-1.99	1.65	0.14	2687
mplight	TRAIN	4	623.8	0.0	-3.49	2.68	0.21	2434
mplight	TEST	4	380.3	100.0	-1.92	1.58	0.13	2699
mplight	TRAIN	5	569.4	0.0	-3.40	2.62	0.20	2474
mplight	TEST	5	380.4	100.0	-1.88	1.57	0.13	2707
mplight	TRAIN	6	541.5	0.0	-3.30	2.56	0.20	2605
mplight	TEST	6	385.9	100.0	-1.95	1.62	0.13	2687
mplight	TRAIN	7	533.1	0.0	-3.29	2.53	0.20	2633
mplight	TEST	7	390.0	100.0	-1.91	1.57	0.13	2702
mplight	TRAIN	8	516.3	0.0	-3.35	2.58	0.20	2590
mplight	TEST	8	378.9	100.0	-1.83	1.51	0.13	2695
mplight	TRAIN	9	518.2	0.0	-3.14	2.42	0.19	2526
mplight	TEST	9	375.8	100.0	-1.82	1.51	0.13	2699
mplight	TRAIN	10	477.6	0.0	-3.13	2.41	0.19	2647
mplight	TEST	10	388.2	100.0	-1.82	1.52	0.13	2700
mplight	TRAIN	11	521.3	0.0	-3.14	2.43	0.19	2631
mplight	TEST	11	376.4	100.0	-1.85	1.54	0.13	2708
mplight	TRAIN	12	496.2	0.0	-2.98	2.31	0.18	2628
mplight	TEST	12	376.6	100.0	-1.83	1.52	0.12	2702
mplight	TRAIN	13	492.9	0.0	-2.88	2.25	0.18	2623
mplight	TEST	13	377.7	100.0	-1.86	1.56	0.13	2706
mplight	TRAIN	14	505.5	0.0	-2.89	2.27	0.18	2494
mplight	TEST	14	376.2	100.0	-1.89	1.59	0.13	2704
mplight	TRAIN	15	462.6	0.0	-2.90	2.25	0.18	2648
mplight	TEST	15	379.6	100.0	-1.85	1.54	0.13	2709
mplight	TRAIN	16	459.3	0.0	-2.75	2.18	0.17	2652
mplight	TEST	16	379.1	100.0	-1.90	1.59	0.13	2706
