mplight	TRAIN	0	654.8	nan	-16.73	12.69	0.22	2292
mplight	TEST	0	967.4	100.0	-30.49	22.99	0.26	429
mplight	TRAIN	1	646.7	0.3	-16.10	12.22	0.22	2360
mplight	TEST	1	643.1	100.0	-24.22	18.35	0.16	737
mplight	TRAIN	2	646.3	0.2	-14.67	11.21	0.22	2314
mplight	TEST	2	367.2	100.0	-2.64	2.26	0.14	2712
mplight	TRAIN	3	578.9	0.1	-13.54	10.33	0.21	2512
mplight	TEST	3	365.8	100.0	-2.61	2.27	0.14	2708
mplight	TRAIN	4	615.9	0.1	-14.27	10.86	0.21	2559
mplight	TEST	4	366.2	100.0	-2.61	2.26	0.14	2709
mplight	TRAIN	5	520.0	0.1	-11.57	8.87	0.20	2575
mplight	TEST	5	365.2	100.0	-2.52	2.18	0.14	2706
mplight	TRAIN	6	489.0	0.1	-9.76	7.57	0.20	2608
mplight	TEST	6	368.1	100.0	-2.66	2.29	0.14	2710
mplight	TRAIN	7	543.1	0.1	-10.58	8.13	0.20	2582
mplight	TEST	7	366.7	100.0	-2.58	2.22	0.14	2706
mplight	TRAIN	8	503.0	0.1	-9.81	7.56	0.20	2635
mplight	TEST	8	366.5	100.0	-2.62	2.28	0.14	2707
mplight	TRAIN	9	523.7	0.1	-10.48	8.08	0.20	2621
mplight	TEST	9	368.1	100.0	-2.66	2.27	0.14	2714
mplight	TRAIN	10	467.6	0.1	-8.52	6.62	0.19	2649
mplight	TEST	10	367.9	100.0	-2.68	2.28	0.15	2708
mplight	TRAIN	11	461.2	0.1	-8.04	6.25	0.19	2662
mplight	TEST	11	368.2	100.0	-2.67	2.28	0.14	2706
mplight	TRAIN	12	457.5	0.1	-7.64	5.95	0.19	2659
mplight	TEST	12	368.6	100.0	-2.68	2.30	0.14	2709
mplight	TRAIN	13	445.0	0.1	-7.26	5.68	0.19	2653
mplight	TEST	13	368.3	100.0	-2.71	2.31	0.14	2708
mplight	TRAIN	14	429.1	0.1	-6.40	5.03	0.19	2669
mplight	TEST	14	367.5	100.0	-2.65	2.26	0.14	2709
mplight	TRAIN	15	426.8	0.1	-6.14	4.85	0.19	2668
mplight	TEST	15	366.0	100.0	-2.55	2.20	0.13	2713
mplight	TRAIN	16	426.9	0.0	-6.06	4.80	0.18	2670
mplight	TEST	16	367.5	100.0	-2.61	2.24	0.14	2715
mplight	TRAIN	17	415.7	0.1	-5.58	4.45	0.18	2671
mplight	TEST	17	367.8	100.0	-2.66	2.27	0.14	2711
