presslight	TRAIN	0	663.2	0.0	-53.96	7.77	0.22	2371
presslight	TEST	0	681.5	100.0	-133.04	16.18	0.27	718
presslight	TRAIN	1	617.2	0.0	-53.00	7.23	0.22	2461
presslight	TEST	1	681.5	100.0	-133.04	16.18	0.27	718
presslight	TRAIN	2	664.4	0.0	-54.98	7.27	0.21	2349
presslight	TEST	2	681.5	100.0	-133.04	16.18	0.27	718
presslight	TRAIN	3	631.4	0.0	-55.53	6.99	0.21	2354
presslight	TEST	3	681.5	100.0	-133.04	16.17	0.27	718
presslight	TRAIN	4	677.1	0.0	-63.89	7.79	0.22	2259
presslight	TEST	4	681.5	100.0	-133.04	16.18	0.27	718
presslight	TRAIN	5	630.6	0.0	-55.32	7.85	0.22	2399
presslight	TEST	5	681.5	100.0	-133.04	16.19	0.27	718
presslight	TRAIN	6	663.3	0.0	-55.21	7.33	0.22	2275
presslight	TEST	6	681.5	100.0	-133.04	16.18	0.27	718
presslight	TRAIN	7	664.0	0.0	-56.76	7.36	0.22	2352
presslight	TEST	7	681.5	100.0	-133.04	16.18	0.27	718
presslight	TRAIN	8	612.7	0.0	-47.67	7.24	0.22	2513
presslight	TEST	8	681.5	100.0	-133.04	16.20	0.27	718
presslight	TRAIN	9	642.6	4.0	-47.72	8.09	0.24	2449
presslight	TEST	9	520.1	100.0	-56.50	16.18	0.30	1586
presslight	TRAIN	10	519.8	8.1	-26.90	6.26	0.25	2536
presslight	TEST	10	479.9	100.0	-36.60	8.52	0.26	2187
presslight	TRAIN	11	446.1	9.6	-22.07	3.99	0.22	2626
presslight	TEST	11	472.8	100.0	-33.05	8.13	0.25	2210
presslight	TRAIN	12	426.7	10.3	-19.84	3.38	0.21	2654
presslight	TEST	12	465.3	100.0	-44.02	6.13	0.24	2433
presslight	TRAIN	13	433.9	9.7	-20.23	3.61	0.21	2651
presslight	TEST	13	452.4	100.0	-21.10	4.34	0.22	2598
presslight	TRAIN	14	425.1	9.0	-19.44	3.38	0.20	2650
presslight	TEST	14	463.6	100.0	-38.00	6.29	0.22	2321
presslight	TRAIN	15	422.6	8.8	-19.21	3.31	0.20	2650
presslight	TEST	15	458.1	100.0	-23.07	4.53	0.21	2585
presslight	TRAIN	16	427.5	9.0	-19.96	3.41	0.20	2659
presslight	TEST	16	426.9	100.0	-20.85	3.48	0.19	2648
presslight	TRAIN	17	425.5	9.8	-20.89	3.33	0.19	2657
presslight	TEST	17	443.3	100.0	-21.19	3.89	0.19	2644
presslight	TRAIN	18	425.9	10.8	-21.54	3.39	0.19	2649
presslight	TEST	18	449.6	100.0	-35.32	6.26	0.21	2357
presslight	TRAIN	19	442.3	12.8	-22.62	3.73	0.19	2652
presslight	TEST	19	451.0	100.0	-24.53	4.78	0.20	2548
presslight	TRAIN	20	436.8	14.7	-21.47	3.58	0.19	2660
presslight	TEST	20	421.4	100.0	-19.16	3.32	0.19	2664
presslight	TRAIN	21	437.5	15.0	-22.24	3.64	0.19	2641
presslight	TEST	21	462.7	100.0	-29.72	5.03	0.20	2567
presslight	TRAIN	22	429.7	15.5	-21.29	3.46	0.19	2656
presslight	TEST	22	459.6	100.0	-30.25	4.63	0.20	2565
presslight	TRAIN	23	433.9	20.0	-22.13	3.47	0.19	2649
presslight	TEST	23	430.4	100.0	-20.77	3.48	0.19	2646
presslight	TRAIN	24	450.3	22.2	-25.97	3.78	0.19	2661
presslight	TEST	24	461.9	100.0	-23.79	4.44	0.20	2604
presslight	TRAIN	25	448.7	22.7	-23.08	3.89	0.19	2663
presslight	TEST	25	541.1	100.0	-52.80	6.71	0.20	2405
presslight	TRAIN	26	485.1	20.5	-26.12	4.92	0.21	2579
presslight	TEST	26	496.9	100.0	-42.81	6.00	0.20	2078
presslight	TRAIN	27	451.7	18.4	-23.42	3.96	0.20	2639
presslight	TEST	27	442.5	100.0	-24.14	3.80	0.19	2640
presslight	TRAIN	28	454.5	22.6	-24.69	3.95	0.20	2649
presslight	TEST	28	457.3	100.0	-27.91	4.03	0.20	2643
presslight	TRAIN	29	452.6	20.1	-26.41	3.98	0.20	2660
presslight	TEST	29	470.8	100.0	-26.82	4.53	0.21	2639
presslight	TRAIN	30	445.1	20.6	-22.57	3.85	0.19	2633
presslight	TEST	30	446.4	100.0	-23.84	4.16	0.21	2600
presslight	TRAIN	31	456.0	31.3	-24.11	4.28	0.20	2614
presslight	TEST	31	490.7	100.0	-28.00	4.71	0.21	2641
presslight	TRAIN	32	515.2	35.4	-25.47	5.07	0.20	2632
presslight	TEST	32	492.2	100.0	-35.58	6.77	0.22	2366
presslight	TRAIN	33	455.2	42.1	-23.93	4.13	0.20	2632
presslight	TEST	33	444.5	100.0	-23.45	3.87	0.20	2647
presslight	TRAIN	34	473.2	67.6	-21.37	4.40	0.21	2626
presslight	TEST	34	459.6	100.0	-25.18	4.46	0.21	2603
presslight	TRAIN	35	447.7	54.6	-23.25	3.89	0.20	2657
presslight	TEST	35	448.2	100.0	-21.23	4.10	0.21	2629
presslight	TRAIN	36	457.6	52.1	-23.90	3.97	0.20	2650
presslight	TEST	36	488.4	100.0	-29.26	5.41	0.21	2521
presslight	TRAIN	37	445.3	45.5	-27.05	4.27	0.20	2546
presslight	TEST	37	477.7	100.0	-40.30	7.07	0.22	2322
presslight	TRAIN	38	577.3	42.7	-37.51	5.91	0.21	2564
presslight	TEST	38	464.4	100.0	-22.14	4.69	0.22	2612
presslight	TRAIN	39	449.5	55.5	-21.72	4.35	0.21	2579
presslight	TEST	39	444.8	100.0	-22.03	4.24	0.21	2579
presslight	TRAIN	40	468.3	52.1	-21.71	4.43	0.21	2636
presslight	TEST	40	450.7	100.0	-26.67	4.25	0.21	2590
presslight	TRAIN	41	454.4	62.3	-22.34	4.17	0.21	2632
presslight	TEST	41	446.5	100.0	-21.40	4.00	0.21	2632
presslight	TRAIN	42	460.5	47.9	-21.87	4.39	0.22	2618
presslight	TEST	42	467.1	100.0	-29.42	7.01	0.22	2319
presslight	TRAIN	43	457.8	39.6	-20.93	4.19	0.21	2627
presslight	TEST	43	460.3	100.0	-23.97	4.43	0.21	2606
presslight	TRAIN	44	440.7	32.6	-22.18	3.76	0.20	2636
presslight	TEST	44	450.8	100.0	-23.84	5.36	0.22	2529
presslight	TRAIN	45	446.1	61.4	-20.81	3.96	0.20	2623
presslight	TEST	45	444.6	100.0	-19.86	4.21	0.21	2591
presslight	TRAIN	46	461.7	42.5	-24.26	4.33	0.21	2631
presslight	TEST	46	435.0	100.0	-25.22	3.91	0.21	2602
presslight	TRAIN	47	444.6	30.1	-22.15	4.00	0.21	2623
presslight	TEST	47	447.7	100.0	-23.10	4.10	0.21	2612
presslight	TRAIN	48	444.2	18.7	-19.23	3.87	0.20	2658
presslight	TEST	48	468.5	100.0	-20.00	4.72	0.22	2610
presslight	TRAIN	49	437.8	14.8	-21.49	3.68	0.20	2644
presslight	TEST	49	439.7	100.0	-19.35	3.83	0.20	2640
