presslight	TRAIN	0	597.4	0.0	-31.77	4.17	0.21	2430
presslight	TEST	0	752.4	100.0	-68.02	8.57	0.26	716
presslight	TRAIN	1	658.1	0.0	-34.51	4.66	0.22	2367
presslight	TEST	1	752.4	100.0	-68.02	8.58	0.26	716
presslight	TRAIN	2	680.0	0.0	-39.54	4.67	0.21	2136
presslight	TEST	2	752.4	100.0	-68.02	8.58	0.26	716
presslight	TRAIN	3	688.5	0.0	-36.06	4.67	0.21	2314
presslight	TEST	3	752.4	100.0	-68.02	8.58	0.26	716
presslight	TRAIN	4	635.9	0.0	-35.24	4.51	0.22	2387
presslight	TEST	4	752.4	100.0	-68.02	8.58	0.26	716
presslight	TRAIN	5	663.7	0.0	-31.14	4.35	0.21	2298
presslight	TEST	5	752.4	100.0	-68.02	8.58	0.26	716
presslight	TRAIN	6	624.5	0.0	-29.89	4.67	0.22	2475
presslight	TEST	6	752.4	100.0	-68.02	8.58	0.26	716
presslight	TRAIN	7	596.9	0.0	-32.28	4.43	0.22	2427
presslight	TEST	7	752.4	100.0	-68.02	8.58	0.26	716
presslight	TRAIN	8	650.2	0.0	-34.56	4.43	0.21	2244
presslight	TEST	8	752.4	100.0	-68.02	8.58	0.26	716
presslight	TRAIN	9	645.1	1.3	-30.68	5.04	0.24	2418
presslight	TEST	9	506.8	100.0	-39.16	9.96	0.30	1400
presslight	TRAIN	10	562.1	2.3	-19.83	4.43	0.25	2543
presslight	TEST	10	537.6	100.0	-27.33	5.56	0.26	2206
presslight	TRAIN	11	450.9	2.8	-16.55	2.95	0.21	2649
presslight	TEST	11	464.8	100.0	-21.85	4.60	0.22	2306
presslight	TRAIN	12	442.8	2.9	-16.08	2.74	0.20	2653
presslight	TEST	12	501.2	100.0	-21.04	4.66	0.22	2249
presslight	TRAIN	13	421.7	3.0	-16.06	2.45	0.19	2660
presslight	TEST	13	441.6	100.0	-18.39	2.93	0.20	2591
presslight	TRAIN	14	426.1	2.9	-16.77	2.55	0.19	2637
presslight	TEST	14	440.7	100.0	-20.26	2.83	0.20	2621
presslight	TRAIN	15	433.9	3.0	-16.68	2.63	0.19	2662
presslight	TEST	15	466.1	100.0	-17.79	4.12	0.20	2369
presslight	TRAIN	16	452.7	3.4	-16.19	2.75	0.19	2656
presslight	TEST	16	442.0	100.0	-16.97	2.69	0.19	2642
presslight	TRAIN	17	430.1	3.7	-16.91	2.62	0.18	2640
presslight	TEST	17	459.4	100.0	-16.27	3.06	0.20	2607
presslight	TRAIN	18	441.4	4.2	-17.81	2.73	0.19	2632
presslight	TEST	18	448.3	100.0	-17.39	2.73	0.19	2642
presslight	TRAIN	19	437.0	5.3	-17.69	2.75	0.19	2617
presslight	TEST	19	470.0	100.0	-18.20	3.08	0.20	2616
presslight	TRAIN	20	445.1	8.3	-18.21	2.69	0.19	2649
presslight	TEST	20	454.4	100.0	-17.85	2.86	0.20	2627
presslight	TRAIN	21	444.2	7.9	-17.72	2.71	0.19	2640
presslight	TEST	21	473.5	100.0	-20.74	3.11	0.20	2615
presslight	TRAIN	22	437.3	8.6	-17.97	2.67	0.19	2626
presslight	TEST	22	465.6	100.0	-18.42	2.99	0.19	2647
presslight	TRAIN	23	456.5	9.2	-18.64	3.03	0.20	2589
presslight	TEST	23	469.3	100.0	-19.49	3.24	0.21	2579
presslight	TRAIN	24	501.3	8.0	-21.72	3.32	0.20	2646
presslight	TEST	24	495.7	100.0	-23.96	4.41	0.21	2287
presslight	TRAIN	25	470.0	7.6	-18.11	3.21	0.20	2573
presslight	TEST	25	481.2	100.0	-19.52	3.18	0.20	2632
presslight	TRAIN	26	455.1	10.9	-19.11	2.98	0.19	2605
presslight	TEST	26	494.8	100.0	-22.63	3.40	0.19	2593
presslight	TRAIN	27	473.5	10.7	-21.05	3.11	0.20	2648
presslight	TEST	27	457.4	100.0	-20.03	2.99	0.20	2630
presslight	TRAIN	28	452.3	9.2	-18.88	2.95	0.19	2624
