agent,network,world,train_pr,infer_pr,n_success,n_total,travel_time_mean,travel_time_std,travel_time_ci95_low,travel_time_ci95_high,loss_mean,loss_std,loss_ci95_low,loss_ci95_high,reward_mean,reward_std,reward_ci95_low,reward_ci95_high,queue_mean,queue_std,queue_ci95_low,queue_ci95_high,delay_mean,delay_std,delay_ci95_low,delay_ci95_high,throughput_mean,throughput_std,throughput_ci95_low,throughput_ci95_high
presslight,sumohz4x4,sumo,1.0,1.0,1,1,312.7,0.0,312.7,312.7,0.0,0.0,0.0,0.0,-31.57,0.0,-31.57,-31.57,3.01,0.0,3.01,3.01,0.11,0.0,0.11,0.11,411.0,0.0,411.0,411.0
