model,mode,use_omnet,n_runs,simulated_horizon_s_mean,simulated_horizon_s_std,simulated_horizon_s_min,simulated_horizon_s_max,total_wall_s_mean,total_wall_s_std,total_wall_s_min,total_wall_s_max,loop_wall_s_mean,loop_wall_s_std,loop_wall_s_min,loop_wall_s_max,wall_per_sim_s_mean,wall_per_sim_s_std,wall_per_sim_s_min,wall_per_sim_s_max,real_time_factor_mean,real_time_factor_std,real_time_factor_min,real_time_factor_max,decision_wall_mean_s_mean,decision_wall_mean_s_std,decision_wall_mean_s_min,decision_wall_mean_s_max,action_select_mean_ms_mean,action_select_mean_ms_std,action_select_mean_ms_min,action_select_mean_ms_max,env_step_mean_ms_mean,env_step_mean_ms_std,env_step_mean_ms_min,env_step_mean_ms_max,visible_csv_read_mean_ms_mean,visible_csv_read_mean_ms_std,visible_csv_read_mean_ms_min,visible_csv_read_mean_ms_max,observe_mean_ms_mean,observe_mean_ms_std,observe_mean_ms_min,observe_mean_ms_max,observepart_mean_ms_mean,observepart_mean_ms_std,observepart_mean_ms_min,observepart_mean_ms_max
mplight,TEST,False,1,900.0,0.0,900.0,900.0,4.325865630991757,0.0,4.325865630991757,4.325865630991757,4.245682234875858,0.0,4.245682234875858,4.245682234875858,0.004806517367768619,0.0,0.004806517367768619,0.004806517367768619,208.05084502674765,0.0,208.05084502674765,208.05084502674765,0.14152274116252858,0.0,0.14152274116252858,0.14152274116252858,2.579029773672422,0.0,2.579029773672422,2.579029773672422,4.590386514448458,0.0,4.590386514448458,4.590386514448458,0.0,0.0,0.0,0.0,0.0006048623565481056,0.0,0.0006048623565481056,0.0006048623565481056,0.09375671997199148,0.0,0.09375671997199148,0.09375671997199148
presslight,TEST,False,2,900.0,0.0,900.0,900.0,3.681568750180304,0.5751012546799955,3.2749107531271875,4.088226747233421,3.6101517966017127,0.5658590599552263,3.210029018111527,4.010274575091898,0.004090631944644782,0.0006390013940888837,0.003638789725696875,0.004542474163592689,247.48049722399446,38.659157038797105,220.1443451269054,274.81664932108356,0.1203383932200571,0.018861968665174218,0.10700096727038423,0.13367581916972995,0.9304412563020985,0.10080868716872046,0.8591587500025829,1.001723762601614,3.944266954074717,0.6209513721820755,3.5051880280176797,4.383345880131754,0.0,0.0,0.0,0.0,0.0005132882199720474,7.905606176686212e-05,0.00045738714260279667,0.0005691892973412982,0.0888181115741212,0.015626843074498645,0.07776826486760517,0.09986795828063723
