agent,network,world,train_pr,infer_pr,n_success,n_total,travel_time_mean,travel_time_std,travel_time_ci95_low,travel_time_ci95_high,loss_mean,loss_std,loss_ci95_low,loss_ci95_high,reward_mean,reward_std,reward_ci95_low,reward_ci95_high,queue_mean,queue_std,queue_ci95_low,queue_ci95_high,delay_mean,delay_std,delay_ci95_low,delay_ci95_high,throughput_mean,throughput_std,throughput_ci95_low,throughput_ci95_high
presslight,sumohz4x4,sumo,1,0.55,3,3,441.833333333333,12.0790452161308,428.164606919443,455.502059747223,0,0,0,0,-23.1766666666667,3.16394268806079,-26.7570048654655,-19.5963284678679,3.81,0.391279950930277,3.36722505340373,4.25277494659627,0.203333333333333,0.00577350269189625,0.1968,0.209866666666667,2642.33333333333,10.785793124909,2630.12805942772,2654.53860723895
presslight,sumohz4x4,sumo,1,0.6,3,3,441.766666666667,10.6725504605663,429.689538899225,453.843794434108,0,0,0,0,-24.4466666666667,2.82703613937518,-27.6457592157777,-21.2475741175556,4.11666666666667,0.434664621672081,3.62479734346068,4.60853598987265,0.206666666666667,0.00577350269189625,0.200133333333333,0.2132,2608.33333333333,49.5412286215566,2552.27215563928,2664.39451102739
presslight,sumohz4x4,sumo,1,0.65,3,3,433.866666666667,2.9871948937646,430.486337425634,437.246995907699,0,0,0,0,-24.25,3.3950405004948,-28.0918499918659,-20.4081500081341,4.16,0.359304884464433,3.75340824733729,4.56659175266271,0.206666666666667,0.00577350269189625,0.200133333333333,0.2132,2631,19.6977156035922,2608.70993644394,2653.29006355606
presslight,sumohz4x4,sumo,1,0.7,3,3,435.6,10.886229834061,423.281071258696,447.918928741304,0,0,0,0,-26.4233333333333,2.66004385928754,-29.4334563282364,-23.4132103384302,4.48333333333333,0.482735262160673,3.93706695956399,5.02959970710268,0.203333333333333,0.00577350269189625,0.1968,0.209866666666667,2626.66666666667,19.1398362932741,2605.00790297978,2648.32543035355
presslight,sumohz4x4,sumo,1,0.75,3,3,434.5,10.8055541273921,422.272364414982,446.727635585018,0,0,0,0,-31.2666666666667,7.49734842016385,-39.7507150787031,-22.7826182546302,5.33333333333333,0.930877722009359,4.27994602669926,6.3867206399674,0.203333333333333,0.00577350269189625,0.1968,0.209866666666667,2599.33333333333,67.4190873071813,2523.04145405091,2675.62521261576
presslight,sumohz4x4,sumo,1,0.8,3,3,434,9.65349677578027,423.076040034249,444.923959965751,0,0,0,0,-28.93,1.80634991073158,-30.9740773501346,-26.8859226498654,5.05666666666667,0.616954887599842,4.35851648861676,5.75481684471657,0.2,0,0.2,0.2,2644.66666666667,20.2072594216369,2621.8,2667.53333333333
presslight,sumohz4x4,sumo,1,0.85,3,3,444.4,29.0480636187681,411.529021594523,477.270978405477,0,0,0,0,-32.6233333333333,7.47328798677887,-41.0801548018942,-24.1665118647725,5.30333333333333,0.984699615788152,4.18904082037076,6.41762584629591,0.203333333333333,0.00577350269189625,0.1968,0.209866666666667,2633.33333333333,9.71253485622231,2622.34256549038,2644.32410117629
presslight,sumohz4x4,sumo,1,0.9,3,3,429.7,5.40647759636529,423.581994660567,435.818005339433,0,0,0,0,-30.45,3.1979368348984,-34.0688061972608,-26.8311938027392,5.72333333333333,1.14583303030299,4.42670119668941,7.01996546997725,0.2,0.01,0.188683934723883,0.211316065276117,2627.33333333333,23.5867194271127,2600.64244766467,2654.024219002
presslight,sumohz4x4,sumo,1,0.95,3,3,430.3,5.67097875150314,423.882683426852,436.717316573148,0,0,0,0,-29.2133333333333,1.92385896919014,-31.3903847010731,-27.0362819655935,5.49666666666667,0.638931399551888,4.77364772423769,6.21968560909564,0.203333333333333,0.00577350269189625,0.1968,0.209866666666667,2625,30.5122926047847,2590.47209051603,2659.52790948397
presslight,sumohz4x4,sumo,1,1,3,3,425.8,8.09506022213546,416.639577011222,434.960422988778,0,0,0,0,-46.8866666666667,18.3578221293631,-67.6604980209879,-26.1128353123455,7.85666666666667,2.77078207972647,4.72123157865877,10.9921017546746,0.196666666666667,0.00577350269189626,0.190133333333333,0.2032,2655,20.6639783197718,2631.61650724692,2678.38349275308
