run_idx,mode,agent,network,world,train_pr,infer_pr,checkpoint_episode,selection_metric,selection_value,repeat_idx,seed,train_prefix,infer_prefix,output_dir,status,exit_code,travel_time,loss,reward,queue,delay,throughput
25,baseline,presslight,sumohz4x4,sumo,1.0,0.25,25,travel_time,419.4,1,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.25__ckpt_25__rep_01,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.25__ckpt_25__rep_01,success,0,466.5,0.0,-17.3,2.94,0.21,2618.0
26,baseline,presslight,sumohz4x4,sumo,1.0,0.25,35,travel_time,423.1,2,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.25__ckpt_35__rep_02,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.25__ckpt_35__rep_02,success,0,466.9,0.0,-17.02,3.0,0.22,2607.0
27,baseline,presslight,sumohz4x4,sumo,1.0,0.25,20,travel_time,434.9,3,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.25__ckpt_20__rep_03,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.25__ckpt_20__rep_03,success,0,491.2,0.0,-19.37,3.34,0.21,2572.0
28,baseline,presslight,sumohz4x4,sumo,1.0,0.3,25,travel_time,419.4,1,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.30__ckpt_25__rep_01,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.30__ckpt_25__rep_01,success,0,465.0,0.0,-18.06,3.06,0.21,2628.0
29,baseline,presslight,sumohz4x4,sumo,1.0,0.3,35,travel_time,423.1,2,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.30__ckpt_35__rep_02,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.30__ckpt_35__rep_02,success,0,461.5,0.0,-18.25,3.06,0.21,2633.0
30,baseline,presslight,sumohz4x4,sumo,1.0,0.3,20,travel_time,434.9,3,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.30__ckpt_20__rep_03,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.30__ckpt_20__rep_03,success,0,495.8,0.0,-19.98,3.61,0.21,2581.0
31,baseline,presslight,sumohz4x4,sumo,1.0,0.35,25,travel_time,419.4,1,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.35__ckpt_25__rep_01,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.35__ckpt_25__rep_01,success,0,457.9,0.0,-19.29,3.17,0.2,2627.0
32,baseline,presslight,sumohz4x4,sumo,1.0,0.35,35,travel_time,423.1,2,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.35__ckpt_35__rep_02,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.35__ckpt_35__rep_02,success,0,459.2,0.0,-19.2,3.24,0.21,2632.0
33,baseline,presslight,sumohz4x4,sumo,1.0,0.35,20,travel_time,434.9,3,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.35__ckpt_20__rep_03,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.35__ckpt_20__rep_03,success,0,490.4,0.0,-21.87,3.96,0.22,2576.0
34,baseline,presslight,sumohz4x4,sumo,1.0,0.4,25,travel_time,419.4,1,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.40__ckpt_25__rep_01,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.40__ckpt_25__rep_01,success,0,446.7,0.0,-19.24,3.28,0.21,2644.0
35,baseline,presslight,sumohz4x4,sumo,1.0,0.4,35,travel_time,423.1,2,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.40__ckpt_35__rep_02,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.40__ckpt_35__rep_02,success,0,453.7,0.0,-20.17,3.43,0.21,2627.0
36,baseline,presslight,sumohz4x4,sumo,1.0,0.4,20,travel_time,434.9,3,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.40__ckpt_20__rep_03,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.40__ckpt_20__rep_03,success,0,469.2,0.0,-21.42,3.81,0.22,2638.0
37,baseline,presslight,sumohz4x4,sumo,1.0,0.45,25,travel_time,419.4,1,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.45__ckpt_25__rep_01,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.45__ckpt_25__rep_01,success,0,444.0,0.0,-19.08,3.33,0.21,2655.0
38,baseline,presslight,sumohz4x4,sumo,1.0,0.45,35,travel_time,423.1,2,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.45__ckpt_35__rep_02,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.45__ckpt_35__rep_02,success,0,447.6,0.0,-20.31,3.45,0.21,2635.0
39,baseline,presslight,sumohz4x4,sumo,1.0,0.45,20,travel_time,434.9,3,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.45__ckpt_20__rep_03,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_0.45__ckpt_20__rep_03,success,0,459.8,0.0,-21.27,3.72,0.21,2638.0
