agent,network,world,train_pr,infer_pr,n_success,n_total,travel_time_mean,travel_time_std,travel_time_ci95_low,travel_time_ci95_high,loss_mean,loss_std,loss_ci95_low,loss_ci95_high,reward_mean,reward_std,reward_ci95_low,reward_ci95_high,queue_mean,queue_std,queue_ci95_low,queue_ci95_high,delay_mean,delay_std,delay_ci95_low,delay_ci95_high,throughput_mean,throughput_std,throughput_ci95_low,throughput_ci95_high
mplight,sumohz4x4,sumo,1,0.35,3,3,379.4,2.16564078277075,376.949346753755,381.850653246245,0,0,0,0,-2.16333333333333,0.0152752523165196,-2.18061890856562,-2.14604775810104,1.76333333333333,0.0152752523165195,1.74604775810104,1.78061890856562,0.14,0,0.14,0.14,2703.66666666667,3.51188458428425,2699.69259514687,2707.64073818646
mplight,sumohz4x4,sumo,1,0.4,3,3,376.666666666667,1.9035055380359,374.51264737448,378.820685958853,0,0,0,0,-2.20333333333333,0.0351188458428426,-2.24307404853128,-2.16359261813538,1.81,0.0173205080756888,1.7904,1.8296,0.14,0,0.14,0.14,2707,6,2703.21036083433,2713.78963916567
mplight,sumohz4x4,sumo,1,0.45,3,3,376.033333333333,1.81475434517548,373.979745470321,378.086921196346,0,0,0,0,-2.19666666666667,0.025166114784236,-2.22514480643113,-2.1681885269022,1.81,0,1.81,1.81,0.14,0,0.14,0.14,2708.66666666667,9.50438495292217,2697.91144261301,2719.42189072033
mplight,sumohz4x4,sumo,1,0.5,3,3,372.033333333333,1.58219257150742,370.242913891477,373.82375277519,0,0,0,0,-2.33333333333333,0.0208166599946613,-2.35688960166636,-2.3097770650003,1.93,0.01,1.91868393472388,1.94131606527612,0.14,0,0.14,0.14,2704,5.19615242270663,2698.12,2709.88
mplight,sumohz4x4,sumo,1,0.55,3,3,372.033333333333,1.58219257150742,370.242913891477,373.82375277519,0,0,0,0,-2.33,0.026457513110646,-2.35993949454038,-2.30006050545962,1.93666666666667,0.0152752523165195,1.91938109143438,1.95395224189896,0.14,0,0.14,0.14,2704,5.19615242270663,2698.12,2709.88
mplight,sumohz4x4,sumo,1,0.6,3,3,371.4,0.5,370.834196736194,371.965803263806,0,0,0,0,-2.35,0.01,-2.36131606527612,-2.33868393472388,1.97666666666667,0.00577350269189626,1.97013333333333,1.9832,0.14,0,0.14,0.14,2708.33333333333,3.05505046330389,2704.87621828688,2711.79044837979
mplight,sumohz4x4,sumo,1,0.65,3,3,371.7,0.721110255092812,370.883986928209,372.516013071791,0,0,0,0,-2.37,0.03605551275464,-2.41080065358954,-2.32919934641046,1.98333333333333,0.0251661147842357,1.95485519356887,2.0118114730978,0.143333333333333,0.00577350269189625,0.1368,0.149866666666667,2706.66666666667,2.88675134594813,2703.4,2709.93333333333
mplight,sumohz4x4,sumo,1,0.7,3,3,369.166666666667,0.929157324317763,368.11522617329,370.218107160043,0,0,0,0,-2.57666666666667,0.040414518843274,-2.6224,-2.53093333333333,2.17,0.0346410161513776,2.1308,2.2092,0.146666666666667,0.00577350269189625,0.140133333333333,0.1532,2706.66666666667,3.05505046330389,2703.20955162021,2710.12378171312
mplight,sumohz4x4,sumo,1,0.75,3,3,369.166666666667,0.450924975282306,368.656397021174,369.676936312159,0,0,0,0,-2.66666666666667,0.0251661147842357,-2.69514480643113,-2.6381885269022,2.26666666666667,0.0152752523165194,2.24938109143438,2.28395224189896,0.143333333333333,0.00577350269189625,0.1368,0.149866666666667,2709.66666666667,6.42910050732864,2702.3914545659,2716.94187876743
mplight,sumohz4x4,sumo,1,0.8,3,3,368.833333333333,0.665832811847917,368.079872577148,369.586794089518,0,0,0,0,-2.68333333333333,0.0152752523165196,-2.70061890856562,-2.66604775810104,2.29,0.02,2.26736786944777,2.31263213055223,0.143333333333333,0.00577350269189625,0.1368,0.149866666666667,2708.66666666667,3.21455025366432,2705.02906061628,2712.30427271705
mplight,sumohz4x4,sumo,1,0.85,3,3,369.266666666667,0.585946527708214,368.603605751081,369.929727582253,0,0,0,0,-2.70333333333333,0.0404145188432738,-2.74906666666667,-2.6576,2.31,0.0435889894354067,2.2606744150229,2.3593255849771,0.146666666666667,0.00577350269189625,0.140133333333333,0.1532,2710,3.46410161513775,2706.08,2713.92
mplight,sumohz4x4,sumo,1,0.9,3,3,368.4,1.05356537528528,367.207778544061,369.592221455938,0,0,0,0,-2.68666666666667,0.0321455025366433,-2.72304272717049,-2.65029060616284,2.28666666666667,0.025166114784236,2.2581885269022,2.31514480643113,0.143333333333333,0.00577350269189625,0.1368,0.149866666666667,2708,4.35889894354067,2703.06744150229,2712.93255849771
mplight,sumohz4x4,sumo,1,0.95,3,3,368.333333333333,1.06926766215637,367.123343067073,369.543323599594,0,0,0,0,-2.67666666666667,0.0321455025366432,-2.71304272717049,-2.64029060616284,2.29,0.026457513110646,2.26006050545962,2.31993949454038,0.143333333333333,0.00577350269189625,0.1368,0.149866666666667,2708,4.35889894354067,2703.06744150229,2712.93255849771
mplight,sumohz4x4,sumo,1,1,3,3,365.133333333333,0.305505046330372,364.787621828688,365.479044837979,0,0,0,0,-3.41333333333333,0.030550504633039,-3.44790448379791,-3.37876218286876,2.94333333333333,0.0404145188432739,2.8976,2.98906666666667,0.146666666666667,0.00577350269189625,0.140133333333333,0.1532,2714.66666666667,2.51661147842358,2711.81885269022,2717.51448064311
