run_idx,mode,agent,network,world,train_pr,infer_pr,checkpoint_episode,selection_metric,selection_value,repeat_idx,seed,train_prefix,infer_prefix,output_dir,status,exit_code,travel_time,loss,reward,queue,delay,throughput
61,baseline,mplight,sumohz4x4,sumo,1.0,0.85,20,travel_time,364.8,1,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.85__ckpt_20__rep_01,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_mplight/sumohz4x4/inference__from_pr_1.00__on_pr_0.85__ckpt_20__rep_01,success,0,369.5,0.0,-2.74,2.36,0.15,2707.0
62,baseline,mplight,sumohz4x4,sumo,1.0,0.85,40,travel_time,365.2,2,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.85__ckpt_40__rep_02,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_mplight/sumohz4x4/inference__from_pr_1.00__on_pr_0.85__ckpt_40__rep_02,success,0,368.6,0.0,-2.66,2.28,0.14,2710.0
63,baseline,mplight,sumohz4x4,sumo,1.0,0.85,35,travel_time,365.4,3,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.85__ckpt_35__rep_03,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_mplight/sumohz4x4/inference__from_pr_1.00__on_pr_0.85__ckpt_35__rep_03,success,0,369.7,0.0,-2.71,2.29,0.15,2709.0
64,baseline,mplight,sumohz4x4,sumo,1.0,0.9,20,travel_time,364.8,1,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.90__ckpt_20__rep_01,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_mplight/sumohz4x4/inference__from_pr_1.00__on_pr_0.90__ckpt_20__rep_01,success,0,367.4,0.0,-2.65,2.26,0.14,2714.0
65,baseline,mplight,sumohz4x4,sumo,1.0,0.9,40,travel_time,365.2,2,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.90__ckpt_40__rep_02,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_mplight/sumohz4x4/inference__from_pr_1.00__on_pr_0.90__ckpt_40__rep_02,success,0,369.5,0.0,-2.7,2.31,0.15,2706.0
66,baseline,mplight,sumohz4x4,sumo,1.0,0.9,35,travel_time,365.4,3,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.90__ckpt_35__rep_03,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_mplight/sumohz4x4/inference__from_pr_1.00__on_pr_0.90__ckpt_35__rep_03,success,0,368.3,0.0,-2.71,2.29,0.14,2704.0
67,baseline,mplight,sumohz4x4,sumo,1.0,0.95,20,travel_time,364.8,1,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.95__ckpt_20__rep_01,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_mplight/sumohz4x4/inference__from_pr_1.00__on_pr_0.95__ckpt_20__rep_01,success,0,367.4,0.0,-2.64,2.26,0.14,2714.0
68,baseline,mplight,sumohz4x4,sumo,1.0,0.95,40,travel_time,365.2,2,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.95__ckpt_40__rep_02,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_mplight/sumohz4x4/inference__from_pr_1.00__on_pr_0.95__ckpt_40__rep_02,success,0,369.5,0.0,-2.7,2.31,0.15,2706.0
69,baseline,mplight,sumohz4x4,sumo,1.0,0.95,35,travel_time,365.4,3,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_0.95__ckpt_35__rep_03,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_mplight/sumohz4x4/inference__from_pr_1.00__on_pr_0.95__ckpt_35__rep_03,success,0,368.1,0.0,-2.69,2.3,0.14,2702.0
70,baseline,mplight,sumohz4x4,sumo,1.0,1.0,20,travel_time,364.8,1,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_1.00__ckpt_20__rep_01,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_mplight/sumohz4x4/inference__from_pr_1.00__on_pr_1.00__ckpt_20__rep_01,success,0,364.8,0.0,-3.42,2.95,0.15,2703.0
71,baseline,mplight,sumohz4x4,sumo,1.0,1.0,40,travel_time,365.2,2,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_1.00__ckpt_40__rep_02,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_mplight/sumohz4x4/inference__from_pr_1.00__on_pr_1.00__ckpt_40__rep_02,success,0,365.2,0.0,-3.38,2.9,0.14,2711.0
72,baseline,mplight,sumohz4x4,sumo,1.0,1.0,35,travel_time,365.4,3,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_1.00__ckpt_35__rep_03,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_mplight/sumohz4x4/inference__from_pr_1.00__on_pr_1.00__ckpt_35__rep_03,success,0,365.4,0.0,-3.44,2.98,0.15,2710.0
