run_idx,mode,agent,network,world,train_pr,infer_pr,checkpoint_episode,selection_metric,selection_value,omnet_slot,traci_port,omnet_csv_path,omnet_workspace,repeat_idx,seed,train_prefix,infer_prefix,output_dir,status,exit_code,travel_time,loss,reward,queue,delay,throughput
1,baseline,presslight,sumohz4x4,sumo,1.0,1.0,35,travel_time,423.1,,,,,1,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_1.00__ckpt_35,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_1.00__ckpt_35,failed,1,,,,,,
