run_idx,mode,agent,network,world,train_pr,infer_pr,checkpoint_episode,selection_metric,selection_value,omnet_slot,traci_port,omnet_csv_path,omnet_workspace,repeat_idx,seed,train_prefix,infer_prefix,output_dir,status,exit_code,travel_time,loss,reward,queue,delay,throughput
1,baseline,presslight,sumohz4x4,sumo,1.0,1.0,45,travel_time,467.3,18,10033,/home/exx/Desktop/vtc2026/omnet_files/gwu-workspace-pedestrians-18/simu5G/simulations/NR/cars/SUMO_output_CV2X.csv,gwu-workspace-pedestrians-18,1,,omnet_off__pr_1.00,inference__from_pr_1.00__on_pr_1.00__ckpt_45__omnet_18,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_1.00__on_pr_1.00__ckpt_45__omnet_18,success,0,253.9,0.0,-13.39,0.47,0.03,312.0
