run_idx,mode,agent,network,world,train_pr,infer_pr,checkpoint_episode,selection_metric,selection_value,omnet_slot,traci_port,omnet_csv_path,omnet_workspace,repeat_idx,seed,train_prefix,infer_prefix,output_dir,status,exit_code,travel_time,loss,reward,queue,delay,throughput
1,baseline,presslight,sumohz4x4,sumo,0.1,1.0,30,travel_time,538.2,4,10005,/home/exx/Desktop/vtc2026/omnet_files/gwu-workspace-pedestrians-4/simu5G/simulations/NR/cars/SUMO_output_CV2X.csv,gwu-workspace-pedestrians-4,1,,omnet_off__pr_0.10,inference__from_pr_0.10__on_pr_1.00__ckpt_30__omnet_04,/home/exx/Desktop/vtc2026/LibSignal-master/data/output_data/tsc/sumo_presslight/sumohz4x4/inference__from_pr_0.10__on_pr_1.00__ckpt_30__omnet_04,success,0,300.2,0.0,-33.55,2.08,0.06,375.0
